block,numOfEth,numOfDai
12376022,383.38830205313006567,1516011.295538513760254919
12476022,158697.690867766424951464,35612003.698504205341455197
12576022,222107.898850721898834013,92105029.041796860727697493
12658888,311039.997176341132810774,72186888.147785962925574393
